BOOKINGSORDERDATE,BOOKINGSSTATUS,PRODUCTCODE,CUSTOMERNAME,BOOKINGSCOUNTRY,BOOKINGSTERRITORY,BOOKINGSQUANTITYORDERED
8/25/2003 0:00,Shipped,S32_1374,Toys4GrownUps.com,USA,NA,6196
10/28/2003 0:00,Shipped,S32_1374,Technics Stores Inc.,USA,NA,6488
11/18/2003 0:00,Shipped,S32_1374,Herkku Gifts,Norway,EMEA,8702
1/12/2004 0:00,Shipped,S32_1374,Osaka Souveniers Co.,Japan,Japan,7350
2/20/2004 0:00,Shipped,S32_1374,"Australian Collectors, Co.",Australia,APAC,4950
4/2/2004 0:00,Shipped,S32_1374,"Royal Canadian Collectables, Ltd.",Canada,NA,8354
5/11/2004 0:00,Shipped,S32_1374,The Sharp Gifts Warehouse,USA,NA,6564
6/28/2004 0:00,Shipped,S32_1374,Gift Depot Inc.,USA,NA,4954
7/23/2004 0:00,Shipped,S32_1374,La Rochelle Gifts,France,EMEA,3766
8/27/2004 0:00,Shipped,S32_1374,Marta's Replicas Co.,USA,NA,7316
9/16/2004 0:00,Shipped,S32_1374,"Clover Collections, Co.",Ireland,EMEA,5712
10/15/2004 0:00,Shipped,S32_1374,Mini Classics,USA,NA,3834
11/2/2004 0:00,Shipped,S32_1374,Diecast Classics Inc.,USA,NA,10610
11/15/2004 0:00,Shipped,S32_1374,Land of Toys Inc.,USA,NA,5750
11/24/2004 0:00,Shipped,S32_1374,Enaco Distributors,Spain,EMEA,12964
12/4/2004 0:00,Shipped,S32_1374,Gift Ideas Corp.,USA,NA,7466
1/6/2005 0:00,Shipped,S32_1374,Suominen Souveniers,Finland,EMEA,13152
2/3/2005 0:00,Shipped,S32_1374,La Rochelle Gifts,France,EMEA,12706
3/2/2005 0:00,Shipped,S32_1374,"Dragon Souveniers, Ltd.",Singapore,Japan,8350
4/3/2005 0:00,On Hold,S32_1374,Tekni Collectables Inc.,USA,NA,9984
5/10/2005 0:00,Shipped,S32_1374,L'ordine Souveniers,Italy,EMEA,9528
3/3/2003 0:00,Shipped,S32_2206,Cruz & Sons Co.,Philippines,Japan,2346
5/8/2003 0:00,Shipped,S32_2206,Marseille Mini Autos,France,EMEA,2768
7/2/2003 0:00,Shipped,S32_2206,Mini Gifts Distributors Ltd.,USA,NA,2654
8/25/2003 0:00,Shipped,S32_2206,Toys4GrownUps.com,USA,NA,2218
10/10/2003 0:00,Shipped,S32_2206,Corporate Gift Ideas Co.,USA,NA,2478
11/4/2003 0:00,Shipped,S32_2206,"Anna's Decorations, Ltd",Australia,APAC,2070
11/11/2003 0:00,Shipped,S32_2206,Daedalus Designs Imports,France,EMEA,3090
11/19/2003 0:00,Shipped,S32_2206,Euro Shopping Channel,Spain,EMEA,3034
1/15/2004 0:00,Shipped,S32_2206,Auto Canal Petit,France,EMEA,3462
2/21/2004 0:00,Shipped,S32_2206,Daedalus Designs Imports,France,EMEA,3390
4/5/2004 0:00,Shipped,S32_2206,Vitachrome Inc.,USA,NA,2090
5/26/2004 0:00,Shipped,S32_2206,Auto Canal Petit,France,EMEA,3476
6/30/2004 0:00,Shipped,S32_2206,Gifts4AllAges.com,USA,NA,1302
8/2/2004 0:00,Shipped,S32_2206,Online Mini Collectables,USA,NA,1976
8/27/2004 0:00,Shipped,S32_2206,Marta's Replicas Co.,USA,NA,3036
9/30/2004 0:00,Shipped,S32_2206,"Toys of Finland, Co.",Finland,EMEA,2026
10/16/2004 0:00,Shipped,S32_2206,"Toms Spezialitten, Ltd",Germany,EMEA,3098
11/3/2004 0:00,Shipped,S32_2206,Microscale Inc.,USA,NA,2216
11/17/2004 0:00,Shipped,S32_2206,Motor Mint Distributors Inc.,USA,NA,8204
11/24/2004 0:00,Shipped,S32_2206,Reims Collectables,France,EMEA,7426
12/7/2004 0:00,Shipped,S32_2206,Euro Shopping Channel,Spain,EMEA,3026
1/6/2005 0:00,Shipped,S32_2206,Marseille Mini Autos,France,EMEA,4634
2/10/2005 0:00,Shipped,S32_2206,Euro Shopping Channel,Spain,EMEA,6596
3/4/2005 0:00,Shipped,S32_2206,Mini Gifts Distributors Ltd.,USA,NA,3652
4/8/2005 0:00,Shipped,S32_2206,"UK Collectables, Ltd.",UK,EMEA,2412
1/31/2003 0:00,Shipped,S32_2509,Euro Shopping Channel,Spain,EMEA,3332
4/1/2003 0:00,Shipped,S32_2509,"La Corne D'abondance, Co.",France,EMEA,3120
6/3/2003 0:00,Shipped,S32_2509,Muscle Machine Inc,USA,NA,4674
8/1/2003 0:00,Shipped,S32_2509,Suominen Souveniers,Finland,EMEA,2206
9/21/2003 0:00,Shipped,S32_2509,"Oulu Toy Supplies, Inc.",Finland,EMEA,5234
10/22/2003 0:00,Shipped,S32_2509,"Dragon Souveniers, Ltd.",Singapore,Japan,4414
11/6/2003 0:00,Shipped,S32_2509,"Stylish Desk Decors, Co.",UK,EMEA,6330
11/14/2003 0:00,Shipped,S32_2509,"Iberia Gift Imports, Corp.",Spain,EMEA,4142
11/25/2003 0:00,Shipped,S32_2509,Mini Classics,USA,NA,2770
12/9/2003 0:00,Shipped,S32_2509,Diecast Collectables,USA,NA,3242
2/10/2004 0:00,Shipped,S32_2509,Signal Collectibles Ltd.,USA,NA,3862
3/11/2004 0:00,Shipped,S32_2509,Mini Gifts Distributors Ltd.,USA,NA,2488
5/5/2004 0:00,Shipped,S32_2509,Euro Shopping Channel,Spain,EMEA,3408
6/15/2004 0:00,Shipped,S32_2509,Handji Gifts& Co,Singapore,APAC,3506
7/20/2004 0:00,Shipped,S32_2509,Mini Gifts Distributors Ltd.,USA,NA,3332
8/19/2004 0:00,Shipped,S32_2509,Diecast Classics Inc.,USA,NA,3420
9/8/2004 0:00,Shipped,S32_2509,Land of Toys Inc.,USA,NA,4652
10/13/2004 0:00,Shipped,S32_2509,Marta's Replicas Co.,USA,NA,4632
10/22/2004 0:00,Shipped,S32_2509,Canadian Gift Exchange Network,Canada,NA,3454
11/5/2004 0:00,Shipped,S32_2509,Baane Mini Imports,Norway,EMEA,17688
11/19/2004 0:00,Shipped,S32_2509,Mini Gifts Distributors Ltd.,USA,NA,4848
12/1/2004 0:00,Shipped,S32_2509,Muscle Machine Inc,USA,NA,3070
12/15/2004 0:00,Shipped,S32_2509,Reims Collectables,France,EMEA,12716
1/23/2005 0:00,Shipped,S32_2509,Mini Gifts Distributors Ltd.,USA,NA,2658
2/22/2005 0:00,Shipped,S32_2509,Euro Shopping Channel,Spain,EMEA,3402
3/15/2005 0:00,Shipped,S32_2509,Euro Shopping Channel,Spain,EMEA,4518
5/3/2005 0:00,Shipped,S32_2509,Euro Shopping Channel,Spain,EMEA,1850
5/31/2005 0:00,In Process,S32_2509,La Rochelle Gifts,France,EMEA,964
1/31/2003 0:00,Shipped,S32_3207,Euro Shopping Channel,Spain,EMEA,6454
4/11/2003 0:00,Shipped,S32_3207,Royale Belge,Belgium,EMEA,3422
6/3/2003 0:00,Shipped,S32_3207,Muscle Machine Inc,USA,NA,4108
8/8/2003 0:00,Shipped,S32_3207,Mini Gifts Distributors Ltd.,USA,NA,6262
9/25/2003 0:00,Shipped,S32_3207,"Australian Gift Network, Co",Australia,APAC,3362
10/22/2003 0:00,Shipped,S32_3207,"Dragon Souveniers, Ltd.",Singapore,Japan,4702
11/6/2003 0:00,Shipped,S32_3207,L'ordine Souveniers,Italy,EMEA,2816
11/14/2003 0:00,Shipped,S32_3207,"Iberia Gift Imports, Corp.",Spain,EMEA,4890
11/25/2003 0:00,Shipped,S32_3207,Mini Classics,USA,NA,3608
12/9/2003 0:00,Shipped,S32_3207,Diecast Collectables,USA,NA,5088
2/12/2004 0:00,Shipped,S32_3207,"Clover Collections, Co.",Ireland,EMEA,2112
3/15/2004 0:00,Shipped,S32_3207,"Blauer See Auto, Co.",Germany,EMEA,5602
5/5/2004 0:00,Shipped,S32_3207,Suominen Souveniers,Finland,EMEA,3976
7/20/2004 0:00,Shipped,S32_3207,Diecast Classics Inc.,USA,NA,5816
8/20/2004 0:00,Shipped,S32_3207,Mini Gifts Distributors Ltd.,USA,NA,4294
9/8/2004 0:00,Shipped,S32_3207,Land of Toys Inc.,USA,NA,4198
10/14/2004 0:00,Shipped,S32_3207,"AV Stores, Co.",UK,EMEA,4630
10/22/2004 0:00,Shipped,S32_3207,Heintze Collectables,Denmark,EMEA,4654
11/5/2004 0:00,Shipped,S32_3207,Baane Mini Imports,Norway,EMEA,10754
11/20/2004 0:00,Shipped,S32_3207,"La Corne D'abondance, Co.",France,EMEA,5252
12/2/2004 0:00,Shipped,S32_3207,Euro Shopping Channel,Spain,EMEA,8812
12/15/2004 0:00,Shipped,S32_3207,Reims Collectables,France,EMEA,8602
1/23/2005 0:00,Shipped,S32_3207,Mini Gifts Distributors Ltd.,USA,NA,5972
2/22/2005 0:00,Shipped,S32_3207,Euro Shopping Channel,Spain,EMEA,3174
3/15/2005 0:00,Shipped,S32_3207,Euro Shopping Channel,Spain,EMEA,3616
5/5/2005 0:00,Shipped,S32_3207,Gift Depot Inc.,USA,NA,2386
1/29/2003 0:00,Shipped,S32_3522,Baane Mini Imports,Norway,EMEA,6806
3/26/2003 0:00,Shipped,S32_3522,Mini Gifts Distributors Ltd.,USA,NA,3150
5/28/2003 0:00,Shipped,S32_3522,"Corrida Auto Replicas, Ltd",Spain,EMEA,3260
7/24/2003 0:00,Shipped,S32_3522,Technics Stores Inc.,USA,NA,3402
9/19/2003 0:00,Shipped,S32_3522,"Dragon Souveniers, Ltd.",Singapore,Japan,5700
10/21/2003 0:00,Resolved,S32_3522,Mini Auto Werke,Austria,EMEA,5384
11/6/2003 0:00,Shipped,S32_3522,"Stylish Desk Decors, Co.",UK,EMEA,4348
11/13/2003 0:00,Shipped,S32_3522,"Classic Gift Ideas, Inc",USA,NA,6334
11/25/2003 0:00,Shipped,S32_3522,"Saveley & Henriot, Co.",France,EMEA,4284
12/5/2003 0:00,Shipped,S32_3522,Canadian Gift Exchange Network,Canada,NA,4234
2/4/2004 0:00,Shipped,S32_3522,Handji Gifts& Co,Singapore,APAC,4838
3/11/2004 0:00,Shipped,S32_3522,Mini Gifts Distributors Ltd.,USA,NA,4382
5/4/2004 0:00,Shipped,S32_3522,Super Scale Inc.,USA,NA,6086
6/15/2004 0:00,Shipped,S32_3522,"Tokyo Collectables, Ltd",Japan,Japan,2456
7/19/2004 0:00,Shipped,S32_3522,Souveniers And Things Co.,Australia,APAC,2660
8/19/2004 0:00,Shipped,S32_3522,Diecast Classics Inc.,USA,NA,5584
9/8/2004 0:00,Shipped,S32_3522,Scandinavian Gift Ideas,Sweden,EMEA,4592
10/11/2004 0:00,Shipped,S32_3522,Auto Assoc. & Cie.,France,EMEA,5258
10/22/2004 0:00,Shipped,S32_3522,Canadian Gift Exchange Network,Canada,NA,3824
11/5/2004 0:00,Shipped,S32_3522,Vitachrome Inc.,USA,NA,16418
11/18/2004 0:00,Shipped,S32_3522,Mini Wheels Co.,USA,NA,4862
11/1/2004 0:00,Shipped,S32_3522,"Corrida Auto Replicas, Ltd",Spain,EMEA,6278
12/10/2004 0:00,Shipped,S32_3522,Euro Shopping Channel,Spain,EMEA,11338
1/20/2005 0:00,Shipped,S32_3522,"Anna's Decorations, Ltd",Australia,APAC,6320
2/17/2005 0:00,Shipped,S32_3522,Mini Gifts Distributors Ltd.,USA,NA,13598
5/1/2005 0:00,Shipped,S32_3522,Quebec Home Shopping Network,Canada,NA,3734
5/31/2005 0:00,In Process,S32_3522,Euro Shopping Channel,Spain,EMEA,5404
2/17/2003 0:00,Shipped,S32_4289,Rovelli Gifts,Italy,EMEA,4812
4/29/2003 0:00,Shipped,S32_4289,"Australian Collectors, Co.",Australia,APAC,4188
6/27/2003 0:00,Shipped,S32_4289,Euro Shopping Channel,Spain,EMEA,5594
8/13/2003 0:00,Shipped,S32_4289,Royale Belge,Belgium,EMEA,3274
10/28/2003 0:00,Shipped,S32_4289,Technics Stores Inc.,USA,NA,4562
1/12/2004 0:00,Shipped,S32_4289,Osaka Souveniers Co.,Japan,Japan,4614
2/20/2004 0:00,Shipped,S32_4289,"Australian Collectors, Co.",Australia,APAC,2640
4/2/2004 0:00,Shipped,S32_4289,"Royal Canadian Collectables, Ltd.",Canada,NA,5284
5/11/2004 0:00,Shipped,S32_4289,The Sharp Gifts Warehouse,USA,NA,6122
6/24/2004 0:00,Cancelled,S32_4289,Euro Shopping Channel,Spain,EMEA,6328
7/23/2004 0:00,Shipped,S32_4289,La Rochelle Gifts,France,EMEA,3582
8/21/2004 0:00,Shipped,S32_4289,"Norway Gifts By Mail, Co.",Norway,EMEA,8186
9/16/2004 0:00,Shipped,S32_4289,"Clover Collections, Co.",Ireland,EMEA,4468
10/15/2004 0:00,Shipped,S32_4289,Mini Classics,USA,NA,6074
11/1/2004 0:00,Shipped,S32_4289,giftsbymail.co.uk,UK,EMEA,2838
11/12/2004 0:00,Shipped,S32_4289,Rovelli Gifts,Italy,EMEA,3896
11/24/2004 0:00,Shipped,S32_4289,Enaco Distributors,Spain,EMEA,4614
12/4/2004 0:00,Shipped,S32_4289,Gift Ideas Corp.,USA,NA,3560
12/17/2004 0:00,Shipped,S32_4289,Souveniers And Things Co.,Australia,APAC,7088
2/3/2005 0:00,Shipped,S32_4289,La Rochelle Gifts,France,EMEA,7238
3/3/2005 0:00,Shipped,S32_4289,FunGiftIdeas.com,USA,NA,7836
3/30/2005 0:00,Shipped,S32_4289,Reims Collectables,France,EMEA,2966
4/3/2005 0:00,On Hold,S32_4289,Tekni Collectables Inc.,USA,NA,9638
5/10/2005 0:00,Shipped,S32_4289,L'ordine Souveniers,Italy,EMEA,3182
3/3/2003 0:00,Shipped,S32_4485,Cruz & Sons Co.,Philippines,Japan,7338
5/7/2003 0:00,Shipped,S32_4485,Reims Collectables,France,EMEA,4336
7/2/2003 0:00,Shipped,S32_4485,Mini Gifts Distributors Ltd.,USA,NA,5388
8/25/2003 0:00,Shipped,S32_4485,Toys4GrownUps.com,USA,NA,6502
10/10/2003 0:00,Shipped,S32_4485,Corporate Gift Ideas Co.,USA,NA,4694
11/4/2003 0:00,Shipped,S32_4485,"Anna's Decorations, Ltd",Australia,APAC,7840
11/11/2003 0:00,Shipped,S32_4485,Daedalus Designs Imports,France,EMEA,5028
11/19/2003 0:00,Shipped,S32_4485,Euro Shopping Channel,Spain,EMEA,7200
1/15/2004 0:00,Shipped,S32_4485,Auto Canal Petit,France,EMEA,8080
2/21/2004 0:00,Shipped,S32_4485,Daedalus Designs Imports,France,EMEA,6672
4/5/2004 0:00,Shipped,S32_4485,Vitachrome Inc.,USA,NA,6226
5/26/2004 0:00,Shipped,S32_4485,Auto Canal Petit,France,EMEA,5664
6/30/2004 0:00,Shipped,S32_4485,Gifts4AllAges.com,USA,NA,6660
8/2/2004 0:00,Shipped,S32_4485,Online Mini Collectables,USA,NA,8608
8/27/2004 0:00,Shipped,S32_4485,Marta's Replicas Co.,USA,NA,5200
9/30/2004 0:00,Shipped,S32_4485,"Toys of Finland, Co.",Finland,EMEA,8764
10/15/2004 0:00,Shipped,S32_4485,Baane Mini Imports,Norway,EMEA,8470
11/3/2004 0:00,Shipped,S32_4485,Microscale Inc.,USA,NA,5252
11/17/2004 0:00,Shipped,S32_4485,Motor Mint Distributors Inc.,USA,NA,10052
11/24/2004 0:00,Shipped,S32_4485,Salzburg Collectables,Austria,EMEA,4402
12/7/2004 0:00,Shipped,S32_4485,Euro Shopping Channel,Spain,EMEA,8652
1/7/2005 0:00,Shipped,S32_4485,Mini Creations Ltd.,USA,NA,6850
2/3/2005 0:00,Shipped,S32_4485,La Rochelle Gifts,France,EMEA,9402
3/4/2005 0:00,Shipped,S32_4485,Mini Gifts Distributors Ltd.,USA,NA,4408
4/8/2005 0:00,Shipped,S32_4485,"UK Collectables, Ltd.",UK,EMEA,10378
2/17/2003 0:00,Shipped,S50_1341,Rovelli Gifts,Italy,EMEA,3130
4/29/2003 0:00,Shipped,S50_1341,"Australian Collectors, Co.",Australia,APAC,4960
6/27/2003 0:00,Shipped,S50_1341,Euro Shopping Channel,Spain,EMEA,2710
8/10/2003 0:00,Shipped,S50_1341,Mini Creations Ltd.,USA,NA,2492
10/8/2003 0:00,Shipped,S50_1341,Euro Shopping Channel,Spain,EMEA,1640
10/28/2003 0:00,Shipped,S50_1341,Technics Stores Inc.,USA,NA,4984
12/1/2003 0:00,Shipped,S50_1341,West Coast Collectables Co.,USA,NA,2226
1/12/2004 0:00,Shipped,S50_1341,Osaka Souveniers Co.,Japan,Japan,3526
2/20/2004 0:00,Shipped,S50_1341,"Australian Collectors, Co.",Australia,APAC,3792
4/2/2004 0:00,Shipped,S50_1341,"Royal Canadian Collectables, Ltd.",Canada,NA,2898
5/11/2004 0:00,Shipped,S50_1341,The Sharp Gifts Warehouse,USA,NA,3738
6/24/2004 0:00,Cancelled,S50_1341,Euro Shopping Channel,Spain,EMEA,3720
7/23/2004 0:00,Shipped,S50_1341,La Rochelle Gifts,France,EMEA,3448
8/21/2004 0:00,Shipped,S50_1341,"Norway Gifts By Mail, Co.",Norway,EMEA,3426
9/15/2004 0:00,Shipped,S50_1341,"Bavarian Collectables Imports, Co.",Germany,EMEA,2518
10/15/2004 0:00,Shipped,S50_1341,Mini Classics,USA,NA,4102
11/1/2004 0:00,Shipped,S50_1341,giftsbymail.co.uk,UK,EMEA,3234
11/12/2004 0:00,Shipped,S50_1341,Rovelli Gifts,Italy,EMEA,3530
11/24/2004 0:00,Shipped,S50_1341,Enaco Distributors,Spain,EMEA,4048
12/4/2004 0:00,Shipped,S50_1341,Gift Ideas Corp.,USA,NA,6576
12/17/2004 0:00,Shipped,S50_1341,Souveniers And Things Co.,Australia,APAC,5450
2/3/2005 0:00,Shipped,S50_1341,La Rochelle Gifts,France,EMEA,6448
3/3/2005 0:00,Shipped,S50_1341,FunGiftIdeas.com,USA,NA,6422
3/30/2005 0:00,Shipped,S50_1341,Reims Collectables,France,EMEA,3592
4/3/2005 0:00,On Hold,S50_1341,Tekni Collectables Inc.,USA,NA,3958
5/10/2005 0:00,Shipped,S50_1341,L'ordine Souveniers,Italy,EMEA,3842
1/31/2003 0:00,Shipped,S50_1392,Euro Shopping Channel,Spain,EMEA,7410
4/4/2003 0:00,Shipped,S50_1392,Classic Legends Inc.,USA,NA,5686
6/3/2003 0:00,Shipped,S50_1392,Muscle Machine Inc,USA,NA,12352
8/1/2003 0:00,Shipped,S50_1392,Suominen Souveniers,Finland,EMEA,11000
9/21/2003 0:00,Shipped,S50_1392,"Oulu Toy Supplies, Inc.",Finland,EMEA,6440
10/22/2003 0:00,Shipped,S50_1392,"Dragon Souveniers, Ltd.",Singapore,Japan,9112
11/6/2003 0:00,Shipped,S50_1392,L'ordine Souveniers,Italy,EMEA,6228
11/14/2003 0:00,Shipped,S50_1392,"Iberia Gift Imports, Corp.",Spain,EMEA,9896
11/25/2003 0:00,Shipped,S50_1392,Mini Classics,USA,NA,10322
12/9/2003 0:00,Shipped,S50_1392,Diecast Collectables,USA,NA,5314
2/12/2004 0:00,Shipped,S50_1392,"Clover Collections, Co.",Ireland,EMEA,7966
3/15/2004 0:00,Shipped,S50_1392,"Blauer See Auto, Co.",Germany,EMEA,7948
5/5/2004 0:00,Shipped,S50_1392,Euro Shopping Channel,Spain,EMEA,5856
6/15/2004 0:00,Shipped,S50_1392,Handji Gifts& Co,Singapore,APAC,6108
7/20/2004 0:00,Shipped,S50_1392,Mini Gifts Distributors Ltd.,USA,NA,6690
8/20/2004 0:00,Shipped,S50_1392,Mini Gifts Distributors Ltd.,USA,NA,8620
9/8/2004 0:00,Shipped,S50_1392,Land of Toys Inc.,USA,NA,9966
10/13/2004 0:00,Shipped,S50_1392,Marta's Replicas Co.,USA,NA,9236
10/22/2004 0:00,Shipped,S50_1392,Heintze Collectables,Denmark,EMEA,6806
11/5/2004 0:00,Shipped,S50_1392,Baane Mini Imports,Norway,EMEA,10380
11/20/2004 0:00,Shipped,S50_1392,"La Corne D'abondance, Co.",France,EMEA,6282
12/2/2004 0:00,Shipped,S50_1392,Euro Shopping Channel,Spain,EMEA,4426
12/15/2004 0:00,Shipped,S50_1392,Reims Collectables,France,EMEA,9792
1/23/2005 0:00,Shipped,S50_1392,Mini Gifts Distributors Ltd.,USA,NA,5428
2/22/2005 0:00,Shipped,S50_1392,Euro Shopping Channel,Spain,EMEA,6174
3/17/2005 0:00,Shipped,S50_1392,Lyon Souveniers,France,EMEA,11384
5/3/2005 0:00,Shipped,S50_1392,Euro Shopping Channel,Spain,EMEA,6920
5/31/2005 0:00,In Process,S50_1392,La Rochelle Gifts,France,EMEA,3790
1/31/2003 0:00,Shipped,S50_1514,Euro Shopping Channel,Spain,EMEA,3410
4/16/2003 0:00,Shipped,S50_1514,"Dragon Souveniers, Ltd.",Singapore,Japan,2066
6/3/2003 0:00,Shipped,S50_1514,Muscle Machine Inc,USA,NA,6358
8/8/2003 0:00,Shipped,S50_1514,Mini Gifts Distributors Ltd.,USA,NA,4182
9/28/2003 0:00,Shipped,S50_1514,Euro Shopping Channel,Spain,EMEA,3558
10/22/2003 0:00,Shipped,S50_1514,"Dragon Souveniers, Ltd.",Singapore,Japan,5074
11/6/2003 0:00,Shipped,S50_1514,L'ordine Souveniers,Italy,EMEA,4896
11/14/2003 0:00,Shipped,S50_1514,Mini Creations Ltd.,USA,NA,1944
11/26/2003 0:00,Shipped,S50_1514,Super Scale Inc.,USA,NA,5712
1/2/2004 0:00,Shipped,S50_1514,"Saveley & Henriot, Co.",France,EMEA,3936
2/12/2004 0:00,Shipped,S50_1514,"Clover Collections, Co.",Ireland,EMEA,4112
3/15/2004 0:00,Shipped,S50_1514,"Blauer See Auto, Co.",Germany,EMEA,4484
5/5/2004 0:00,Shipped,S50_1514,Suominen Souveniers,Finland,EMEA,6256
7/20/2004 0:00,Shipped,S50_1514,Diecast Classics Inc.,USA,NA,4886
8/20/2004 0:00,Shipped,S50_1514,Mini Gifts Distributors Ltd.,USA,NA,4940
9/8/2004 0:00,Shipped,S50_1514,Land of Toys Inc.,USA,NA,3854
10/14/2004 0:00,Shipped,S50_1514,"AV Stores, Co.",UK,EMEA,4102
10/22/2004 0:00,Shipped,S50_1514,Heintze Collectables,Denmark,EMEA,4674
11/5/2004 0:00,Shipped,S50_1514,Baane Mini Imports,Norway,EMEA,11864
11/21/2004 0:00,Shipped,S50_1514,Classic Legends Inc.,USA,NA,4592
12/2/2004 0:00,Shipped,S50_1514,Euro Shopping Channel,Spain,EMEA,12980
12/15/2004 0:00,Shipped,S50_1514,Reims Collectables,France,EMEA,3246
1/26/2005 0:00,Shipped,S50_1514,"Tokyo Collectables, Ltd",Japan,Japan,2810
2/22/2005 0:00,Shipped,S50_1514,Euro Shopping Channel,Spain,EMEA,4564
3/17/2005 0:00,Shipped,S50_1514,Lyon Souveniers,France,EMEA,17954
5/5/2005 0:00,Shipped,S50_1514,Gift Depot Inc.,USA,NA,6512
3/3/2003 0:00,Shipped,S50_4713,Cruz & Sons Co.,Philippines,Japan,5642
5/7/2003 0:00,Shipped,S50_4713,Reims Collectables,France,EMEA,6586
7/2/2003 0:00,Shipped,S50_4713,Mini Gifts Distributors Ltd.,USA,NA,8448
8/25/2003 0:00,Shipped,S50_4713,Toys4GrownUps.com,USA,NA,6182
10/10/2003 0:00,Shipped,S50_4713,Corporate Gift Ideas Co.,USA,NA,4438
11/4/2003 0:00,Shipped,S50_4713,"Anna's Decorations, Ltd",Australia,APAC,7732
11/11/2003 0:00,Shipped,S50_4713,Daedalus Designs Imports,France,EMEA,3928
11/19/2003 0:00,Shipped,S50_4713,Euro Shopping Channel,Spain,EMEA,5336
1/15/2004 0:00,Shipped,S50_4713,Auto Canal Petit,France,EMEA,6444
2/21/2004 0:00,Shipped,S50_4713,Daedalus Designs Imports,France,EMEA,7728
4/5/2004 0:00,Shipped,S50_4713,Vitachrome Inc.,USA,NA,2732
5/26/2004 0:00,Shipped,S50_4713,Auto Canal Petit,France,EMEA,6950
6/30/2004 0:00,Shipped,S50_4713,Gifts4AllAges.com,USA,NA,8412
8/2/2004 0:00,Shipped,S50_4713,Online Mini Collectables,USA,NA,2972
8/27/2004 0:00,Shipped,S50_4713,Marta's Replicas Co.,USA,NA,6154
9/30/2004 0:00,Shipped,S50_4713,"Toys of Finland, Co.",Finland,EMEA,7088
10/15/2004 0:00,Shipped,S50_4713,Baane Mini Imports,Norway,EMEA,4966
11/3/2004 0:00,Shipped,S50_4713,Microscale Inc.,USA,NA,6956
11/17/2004 0:00,Shipped,S50_4713,Motor Mint Distributors Inc.,USA,NA,7314
11/24/2004 0:00,Shipped,S50_4713,Salzburg Collectables,Austria,EMEA,9364
12/9/2004 0:00,Shipped,S50_4713,Lyon Souveniers,France,EMEA,7874
1/7/2005 0:00,Shipped,S50_4713,Mini Creations Ltd.,USA,NA,9968
2/3/2005 0:00,Shipped,S50_4713,La Rochelle Gifts,France,EMEA,10812
3/4/2005 0:00,Shipped,S50_4713,Mini Gifts Distributors Ltd.,USA,NA,6982
4/8/2005 0:00,Shipped,S50_4713,"UK Collectables, Ltd.",UK,EMEA,4236
2/11/2003 0:00,Shipped,S700_1138,Danish Wholesale Imports,Denmark,EMEA,5794
4/28/2003 0:00,Shipped,S700_1138,Salzburg Collectables,Austria,EMEA,3832
6/12/2003 0:00,Shipped,S700_1138,"Stylish Desk Decors, Co.",UK,EMEA,3720
8/8/2003 0:00,Shipped,S700_1138,Mini Gifts Distributors Ltd.,USA,NA,5248
9/28/2003 0:00,Shipped,S700_1138,Euro Shopping Channel,Spain,EMEA,5560
10/23/2003 0:00,Cancelled,S700_1138,Scandinavian Gift Ideas,Sweden,EMEA,6478
11/7/2003 0:00,Shipped,S700_1138,CAF Imports,Spain,EMEA,3648
11/14/2003 0:00,Shipped,S700_1138,Mini Creations Ltd.,USA,NA,2268
11/26/2003 0:00,Shipped,S700_1138,Enaco Distributors,Spain,EMEA,2974
1/2/2004 0:00,Shipped,S700_1138,"Saveley & Henriot, Co.",France,EMEA,5674
2/19/2004 0:00,Shipped,S700_1138,Collectable Mini Designs Co.,USA,NA,3884
3/29/2004 0:00,Shipped,S700_1138,Tekni Collectables Inc.,USA,NA,5088
5/7/2004 0:00,Cancelled,S700_1138,Land of Toys Inc.,USA,NA,5136
6/17/2004 0:00,Shipped,S700_1138,Quebec Home Shopping Network,Canada,NA,4216
7/21/2004 0:00,Shipped,S700_1138,Petit Auto,Belgium,EMEA,2744
8/20/2004 0:00,Shipped,S700_1138,"Royal Canadian Collectables, Ltd.",Canada,NA,7080
9/10/2004 0:00,Shipped,S700_1138,Gifts4AllAges.com,USA,NA,3916
10/14/2004 0:00,Shipped,S700_1138,"AV Stores, Co.",UK,EMEA,5400
10/29/2004 0:00,Shipped,S700_1138,La Rochelle Gifts,France,EMEA,5084
11/9/2004 0:00,Shipped,S700_1138,"Volvo Model Replicas, Co",Sweden,EMEA,4680
11/23/2004 0:00,Shipped,S700_1138,"Tokyo Collectables, Ltd",Japan,Japan,5632
12/2/2004 0:00,Shipped,S700_1138,Euro Shopping Channel,Spain,EMEA,7052
1/31/2005 0:00,Shipped,S700_1138,"Oulu Toy Supplies, Inc.",Finland,EMEA,9254
2/28/2005 0:00,Shipped,S700_1138,Mini Gifts Distributors Ltd.,USA,NA,3866
3/23/2005 0:00,Shipped,S700_1138,Mini Gifts Distributors Ltd.,USA,NA,5200
5/6/2005 0:00,On Hold,S700_1138,Gifts4AllAges.com,USA,NA,5278
2/17/2003 0:00,Shipped,S700_1691,Rovelli Gifts,Italy,EMEA,6624
4/29/2003 0:00,Shipped,S700_1691,"Australian Collectors, Co.",Australia,APAC,7726
6/27/2003 0:00,Shipped,S700_1691,Euro Shopping Channel,Spain,EMEA,3726
